fu,compression_type,distortion_level,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,mos
data/CVIQ/047.png,AVC,2,data/view_ports/047/047_fov1.png,data/view_ports/047/047_fov2.png,data/view_ports/047/047_fov3.png,data/view_ports/047/047_fov4.png,data/view_ports/047/047_fov5.png,data/view_ports/047/047_fov6.png,data/view_ports/047/047_fov7.png,data/view_ports/047/047_fov8.png,data/view_ports/047/047_fov9.png,data/view_ports/047/047_fov10.png,data/view_ports/047/047_fov11.png,data/view_ports/047/047_fov12.png,data/view_ports/047/047_fov13.png,data/view_ports/047/047_fov14.png,data/view_ports/047/047_fov15.png,data/view_ports/047/047_fov16.png,data/view_ports/047/047_fov17.png,data/view_ports/047/047_fov18.png,data/view_ports/047/047_fov19.png,data/view_ports/047/047_fov20.png,56.84756665
data/CVIQ/048.png,AVC,3,data/view_ports/048/048_fov1.png,data/view_ports/048/048_fov2.png,data/view_ports/048/048_fov3.png,data/view_ports/048/048_fov4.png,data/view_ports/048/048_fov5.png,data/view_ports/048/048_fov6.png,data/view_ports/048/048_fov7.png,data/view_ports/048/048_fov8.png,data/view_ports/048/048_fov9.png,data/view_ports/048/048_fov10.png,data/view_ports/048/048_fov11.png,data/view_ports/048/048_fov12.png,data/view_ports/048/048_fov13.png,data/view_ports/048/048_fov14.png,data/view_ports/048/048_fov15.png,data/view_ports/048/048_fov16.png,data/view_ports/048/048_fov17.png,data/view_ports/048/048_fov18.png,data/view_ports/048/048_fov19.png,data/view_ports/048/048_fov20.png,54.46449416
data/CVIQ/049.png,AVC,4,data/view_ports/049/049_fov1.png,data/view_ports/049/049_fov2.png,data/view_ports/049/049_fov3.png,data/view_ports/049/049_fov4.png,data/view_ports/049/049_fov5.png,data/view_ports/049/049_fov6.png,data/view_ports/049/049_fov7.png,data/view_ports/049/049_fov8.png,data/view_ports/049/049_fov9.png,data/view_ports/049/049_fov10.png,data/view_ports/049/049_fov11.png,data/view_ports/049/049_fov12.png,data/view_ports/049/049_fov13.png,data/view_ports/049/049_fov14.png,data/view_ports/049/049_fov15.png,data/view_ports/049/049_fov16.png,data/view_ports/049/049_fov17.png,data/view_ports/049/049_fov18.png,data/view_ports/049/049_fov19.png,data/view_ports/049/049_fov20.png,47.73776668
data/CVIQ/050.png,AVC,5,data/view_ports/050/050_fov1.png,data/view_ports/050/050_fov2.png,data/view_ports/050/050_fov3.png,data/view_ports/050/050_fov4.png,data/view_ports/050/050_fov5.png,data/view_ports/050/050_fov6.png,data/view_ports/050/050_fov7.png,data/view_ports/050/050_fov8.png,data/view_ports/050/050_fov9.png,data/view_ports/050/050_fov10.png,data/view_ports/050/050_fov11.png,data/view_ports/050/050_fov12.png,data/view_ports/050/050_fov13.png,data/view_ports/050/050_fov14.png,data/view_ports/050/050_fov15.png,data/view_ports/050/050_fov16.png,data/view_ports/050/050_fov17.png,data/view_ports/050/050_fov18.png,data/view_ports/050/050_fov19.png,data/view_ports/050/050_fov20.png,48.25935772
data/CVIQ/051.png,AVC,6,data/view_ports/051/051_fov1.png,data/view_ports/051/051_fov2.png,data/view_ports/051/051_fov3.png,data/view_ports/051/051_fov4.png,data/view_ports/051/051_fov5.png,data/view_ports/051/051_fov6.png,data/view_ports/051/051_fov7.png,data/view_ports/051/051_fov8.png,data/view_ports/051/051_fov9.png,data/view_ports/051/051_fov10.png,data/view_ports/051/051_fov11.png,data/view_ports/051/051_fov12.png,data/view_ports/051/051_fov13.png,data/view_ports/051/051_fov14.png,data/view_ports/051/051_fov15.png,data/view_ports/051/051_fov16.png,data/view_ports/051/051_fov17.png,data/view_ports/051/051_fov18.png,data/view_ports/051/051_fov19.png,data/view_ports/051/051_fov20.png,39.85962028
data/CVIQ/052.png,AVC,7,data/view_ports/052/052_fov1.png,data/view_ports/052/052_fov2.png,data/view_ports/052/052_fov3.png,data/view_ports/052/052_fov4.png,data/view_ports/052/052_fov5.png,data/view_ports/052/052_fov6.png,data/view_ports/052/052_fov7.png,data/view_ports/052/052_fov8.png,data/view_ports/052/052_fov9.png,data/view_ports/052/052_fov10.png,data/view_ports/052/052_fov11.png,data/view_ports/052/052_fov12.png,data/view_ports/052/052_fov13.png,data/view_ports/052/052_fov14.png,data/view_ports/052/052_fov15.png,data/view_ports/052/052_fov16.png,data/view_ports/052/052_fov17.png,data/view_ports/052/052_fov18.png,data/view_ports/052/052_fov19.png,data/view_ports/052/052_fov20.png,37.89804726
data/CVIQ/053.png,AVC,8,data/view_ports/053/053_fov1.png,data/view_ports/053/053_fov2.png,data/view_ports/053/053_fov3.png,data/view_ports/053/053_fov4.png,data/view_ports/053/053_fov5.png,data/view_ports/053/053_fov6.png,data/view_ports/053/053_fov7.png,data/view_ports/053/053_fov8.png,data/view_ports/053/053_fov9.png,data/view_ports/053/053_fov10.png,data/view_ports/053/053_fov11.png,data/view_ports/053/053_fov12.png,data/view_ports/053/053_fov13.png,data/view_ports/053/053_fov14.png,data/view_ports/053/053_fov15.png,data/view_ports/053/053_fov16.png,data/view_ports/053/053_fov17.png,data/view_ports/053/053_fov18.png,data/view_ports/053/053_fov19.png,data/view_ports/053/053_fov20.png,31.39273727
data/CVIQ/054.png,AVC,9,data/view_ports/054/054_fov1.png,data/view_ports/054/054_fov2.png,data/view_ports/054/054_fov3.png,data/view_ports/054/054_fov4.png,data/view_ports/054/054_fov5.png,data/view_ports/054/054_fov6.png,data/view_ports/054/054_fov7.png,data/view_ports/054/054_fov8.png,data/view_ports/054/054_fov9.png,data/view_ports/054/054_fov10.png,data/view_ports/054/054_fov11.png,data/view_ports/054/054_fov12.png,data/view_ports/054/054_fov13.png,data/view_ports/054/054_fov14.png,data/view_ports/054/054_fov15.png,data/view_ports/054/054_fov16.png,data/view_ports/054/054_fov17.png,data/view_ports/054/054_fov18.png,data/view_ports/054/054_fov19.png,data/view_ports/054/054_fov20.png,31.71211759
data/CVIQ/055.png,AVC,10,data/view_ports/055/055_fov1.png,data/view_ports/055/055_fov2.png,data/view_ports/055/055_fov3.png,data/view_ports/055/055_fov4.png,data/view_ports/055/055_fov5.png,data/view_ports/055/055_fov6.png,data/view_ports/055/055_fov7.png,data/view_ports/055/055_fov8.png,data/view_ports/055/055_fov9.png,data/view_ports/055/055_fov10.png,data/view_ports/055/055_fov11.png,data/view_ports/055/055_fov12.png,data/view_ports/055/055_fov13.png,data/view_ports/055/055_fov14.png,data/view_ports/055/055_fov15.png,data/view_ports/055/055_fov16.png,data/view_ports/055/055_fov17.png,data/view_ports/055/055_fov18.png,data/view_ports/055/055_fov19.png,data/view_ports/055/055_fov20.png,27.88480099
data/CVIQ/056.png,AVC,11,data/view_ports/056/056_fov1.png,data/view_ports/056/056_fov2.png,data/view_ports/056/056_fov3.png,data/view_ports/056/056_fov4.png,data/view_ports/056/056_fov5.png,data/view_ports/056/056_fov6.png,data/view_ports/056/056_fov7.png,data/view_ports/056/056_fov8.png,data/view_ports/056/056_fov9.png,data/view_ports/056/056_fov10.png,data/view_ports/056/056_fov11.png,data/view_ports/056/056_fov12.png,data/view_ports/056/056_fov13.png,data/view_ports/056/056_fov14.png,data/view_ports/056/056_fov15.png,data/view_ports/056/056_fov16.png,data/view_ports/056/056_fov17.png,data/view_ports/056/056_fov18.png,data/view_ports/056/056_fov19.png,data/view_ports/056/056_fov20.png,29.39479905
data/CVIQ/057.png,HEVC,1,data/view_ports/057/057_fov1.png,data/view_ports/057/057_fov2.png,data/view_ports/057/057_fov3.png,data/view_ports/057/057_fov4.png,data/view_ports/057/057_fov5.png,data/view_ports/057/057_fov6.png,data/view_ports/057/057_fov7.png,data/view_ports/057/057_fov8.png,data/view_ports/057/057_fov9.png,data/view_ports/057/057_fov10.png,data/view_ports/057/057_fov11.png,data/view_ports/057/057_fov12.png,data/view_ports/057/057_fov13.png,data/view_ports/057/057_fov14.png,data/view_ports/057/057_fov15.png,data/view_ports/057/057_fov16.png,data/view_ports/057/057_fov17.png,data/view_ports/057/057_fov18.png,data/view_ports/057/057_fov19.png,data/view_ports/057/057_fov20.png,57.58672271
data/CVIQ/081.png,AVC,2,data/view_ports/081/081_fov1.png,data/view_ports/081/081_fov2.png,data/view_ports/081/081_fov3.png,data/view_ports/081/081_fov4.png,data/view_ports/081/081_fov5.png,data/view_ports/081/081_fov6.png,data/view_ports/081/081_fov7.png,data/view_ports/081/081_fov8.png,data/view_ports/081/081_fov9.png,data/view_ports/081/081_fov10.png,data/view_ports/081/081_fov11.png,data/view_ports/081/081_fov12.png,data/view_ports/081/081_fov13.png,data/view_ports/081/081_fov14.png,data/view_ports/081/081_fov15.png,data/view_ports/081/081_fov16.png,data/view_ports/081/081_fov17.png,data/view_ports/081/081_fov18.png,data/view_ports/081/081_fov19.png,data/view_ports/081/081_fov20.png,58.7958767
data/CVIQ/082.png,AVC,3,data/view_ports/082/082_fov1.png,data/view_ports/082/082_fov2.png,data/view_ports/082/082_fov3.png,data/view_ports/082/082_fov4.png,data/view_ports/082/082_fov5.png,data/view_ports/082/082_fov6.png,data/view_ports/082/082_fov7.png,data/view_ports/082/082_fov8.png,data/view_ports/082/082_fov9.png,data/view_ports/082/082_fov10.png,data/view_ports/082/082_fov11.png,data/view_ports/082/082_fov12.png,data/view_ports/082/082_fov13.png,data/view_ports/082/082_fov14.png,data/view_ports/082/082_fov15.png,data/view_ports/082/082_fov16.png,data/view_ports/082/082_fov17.png,data/view_ports/082/082_fov18.png,data/view_ports/082/082_fov19.png,data/view_ports/082/082_fov20.png,59.49154181
data/CVIQ/083.png,AVC,4,data/view_ports/083/083_fov1.png,data/view_ports/083/083_fov2.png,data/view_ports/083/083_fov3.png,data/view_ports/083/083_fov4.png,data/view_ports/083/083_fov5.png,data/view_ports/083/083_fov6.png,data/view_ports/083/083_fov7.png,data/view_ports/083/083_fov8.png,data/view_ports/083/083_fov9.png,data/view_ports/083/083_fov10.png,data/view_ports/083/083_fov11.png,data/view_ports/083/083_fov12.png,data/view_ports/083/083_fov13.png,data/view_ports/083/083_fov14.png,data/view_ports/083/083_fov15.png,data/view_ports/083/083_fov16.png,data/view_ports/083/083_fov17.png,data/view_ports/083/083_fov18.png,data/view_ports/083/083_fov19.png,data/view_ports/083/083_fov20.png,53.11278144
data/CVIQ/084.png,AVC,5,data/view_ports/084/084_fov1.png,data/view_ports/084/084_fov2.png,data/view_ports/084/084_fov3.png,data/view_ports/084/084_fov4.png,data/view_ports/084/084_fov5.png,data/view_ports/084/084_fov6.png,data/view_ports/084/084_fov7.png,data/view_ports/084/084_fov8.png,data/view_ports/084/084_fov9.png,data/view_ports/084/084_fov10.png,data/view_ports/084/084_fov11.png,data/view_ports/084/084_fov12.png,data/view_ports/084/084_fov13.png,data/view_ports/084/084_fov14.png,data/view_ports/084/084_fov15.png,data/view_ports/084/084_fov16.png,data/view_ports/084/084_fov17.png,data/view_ports/084/084_fov18.png,data/view_ports/084/084_fov19.png,data/view_ports/084/084_fov20.png,50.57836134
data/CVIQ/085.png,AVC,6,data/view_ports/085/085_fov1.png,data/view_ports/085/085_fov2.png,data/view_ports/085/085_fov3.png,data/view_ports/085/085_fov4.png,data/view_ports/085/085_fov5.png,data/view_ports/085/085_fov6.png,data/view_ports/085/085_fov7.png,data/view_ports/085/085_fov8.png,data/view_ports/085/085_fov9.png,data/view_ports/085/085_fov10.png,data/view_ports/085/085_fov11.png,data/view_ports/085/085_fov12.png,data/view_ports/085/085_fov13.png,data/view_ports/085/085_fov14.png,data/view_ports/085/085_fov15.png,data/view_ports/085/085_fov16.png,data/view_ports/085/085_fov17.png,data/view_ports/085/085_fov18.png,data/view_ports/085/085_fov19.png,data/view_ports/085/085_fov20.png,50.05721113
data/CVIQ/086.png,AVC,7,data/view_ports/086/086_fov1.png,data/view_ports/086/086_fov2.png,data/view_ports/086/086_fov3.png,data/view_ports/086/086_fov4.png,data/view_ports/086/086_fov5.png,data/view_ports/086/086_fov6.png,data/view_ports/086/086_fov7.png,data/view_ports/086/086_fov8.png,data/view_ports/086/086_fov9.png,data/view_ports/086/086_fov10.png,data/view_ports/086/086_fov11.png,data/view_ports/086/086_fov12.png,data/view_ports/086/086_fov13.png,data/view_ports/086/086_fov14.png,data/view_ports/086/086_fov15.png,data/view_ports/086/086_fov16.png,data/view_ports/086/086_fov17.png,data/view_ports/086/086_fov18.png,data/view_ports/086/086_fov19.png,data/view_ports/086/086_fov20.png,42.21372643
data/CVIQ/087.png,AVC,8,data/view_ports/087/087_fov1.png,data/view_ports/087/087_fov2.png,data/view_ports/087/087_fov3.png,data/view_ports/087/087_fov4.png,data/view_ports/087/087_fov5.png,data/view_ports/087/087_fov6.png,data/view_ports/087/087_fov7.png,data/view_ports/087/087_fov8.png,data/view_ports/087/087_fov9.png,data/view_ports/087/087_fov10.png,data/view_ports/087/087_fov11.png,data/view_ports/087/087_fov12.png,data/view_ports/087/087_fov13.png,data/view_ports/087/087_fov14.png,data/view_ports/087/087_fov15.png,data/view_ports/087/087_fov16.png,data/view_ports/087/087_fov17.png,data/view_ports/087/087_fov18.png,data/view_ports/087/087_fov19.png,data/view_ports/087/087_fov20.png,38.37273248
data/CVIQ/088.png,AVC,9,data/view_ports/088/088_fov1.png,data/view_ports/088/088_fov2.png,data/view_ports/088/088_fov3.png,data/view_ports/088/088_fov4.png,data/view_ports/088/088_fov5.png,data/view_ports/088/088_fov6.png,data/view_ports/088/088_fov7.png,data/view_ports/088/088_fov8.png,data/view_ports/088/088_fov9.png,data/view_ports/088/088_fov10.png,data/view_ports/088/088_fov11.png,data/view_ports/088/088_fov12.png,data/view_ports/088/088_fov13.png,data/view_ports/088/088_fov14.png,data/view_ports/088/088_fov15.png,data/view_ports/088/088_fov16.png,data/view_ports/088/088_fov17.png,data/view_ports/088/088_fov18.png,data/view_ports/088/088_fov19.png,data/view_ports/088/088_fov20.png,32.69699415
data/CVIQ/089.png,AVC,10,data/view_ports/089/089_fov1.png,data/view_ports/089/089_fov2.png,data/view_ports/089/089_fov3.png,data/view_ports/089/089_fov4.png,data/view_ports/089/089_fov5.png,data/view_ports/089/089_fov6.png,data/view_ports/089/089_fov7.png,data/view_ports/089/089_fov8.png,data/view_ports/089/089_fov9.png,data/view_ports/089/089_fov10.png,data/view_ports/089/089_fov11.png,data/view_ports/089/089_fov12.png,data/view_ports/089/089_fov13.png,data/view_ports/089/089_fov14.png,data/view_ports/089/089_fov15.png,data/view_ports/089/089_fov16.png,data/view_ports/089/089_fov17.png,data/view_ports/089/089_fov18.png,data/view_ports/089/089_fov19.png,data/view_ports/089/089_fov20.png,34.45444157
data/CVIQ/090.png,AVC,11,data/view_ports/090/090_fov1.png,data/view_ports/090/090_fov2.png,data/view_ports/090/090_fov3.png,data/view_ports/090/090_fov4.png,data/view_ports/090/090_fov5.png,data/view_ports/090/090_fov6.png,data/view_ports/090/090_fov7.png,data/view_ports/090/090_fov8.png,data/view_ports/090/090_fov9.png,data/view_ports/090/090_fov10.png,data/view_ports/090/090_fov11.png,data/view_ports/090/090_fov12.png,data/view_ports/090/090_fov13.png,data/view_ports/090/090_fov14.png,data/view_ports/090/090_fov15.png,data/view_ports/090/090_fov16.png,data/view_ports/090/090_fov17.png,data/view_ports/090/090_fov18.png,data/view_ports/090/090_fov19.png,data/view_ports/090/090_fov20.png,29.93348866
data/CVIQ/091.png,HEVC,1,data/view_ports/091/091_fov1.png,data/view_ports/091/091_fov2.png,data/view_ports/091/091_fov3.png,data/view_ports/091/091_fov4.png,data/view_ports/091/091_fov5.png,data/view_ports/091/091_fov6.png,data/view_ports/091/091_fov7.png,data/view_ports/091/091_fov8.png,data/view_ports/091/091_fov9.png,data/view_ports/091/091_fov10.png,data/view_ports/091/091_fov11.png,data/view_ports/091/091_fov12.png,data/view_ports/091/091_fov13.png,data/view_ports/091/091_fov14.png,data/view_ports/091/091_fov15.png,data/view_ports/091/091_fov16.png,data/view_ports/091/091_fov17.png,data/view_ports/091/091_fov18.png,data/view_ports/091/091_fov19.png,data/view_ports/091/091_fov20.png,67.6742244
data/CVIQ/115.png,AVC,2,data/view_ports/115/115_fov1.png,data/view_ports/115/115_fov2.png,data/view_ports/115/115_fov3.png,data/view_ports/115/115_fov4.png,data/view_ports/115/115_fov5.png,data/view_ports/115/115_fov6.png,data/view_ports/115/115_fov7.png,data/view_ports/115/115_fov8.png,data/view_ports/115/115_fov9.png,data/view_ports/115/115_fov10.png,data/view_ports/115/115_fov11.png,data/view_ports/115/115_fov12.png,data/view_ports/115/115_fov13.png,data/view_ports/115/115_fov14.png,data/view_ports/115/115_fov15.png,data/view_ports/115/115_fov16.png,data/view_ports/115/115_fov17.png,data/view_ports/115/115_fov18.png,data/view_ports/115/115_fov19.png,data/view_ports/115/115_fov20.png,63.26008845
data/CVIQ/116.png,AVC,3,data/view_ports/116/116_fov1.png,data/view_ports/116/116_fov2.png,data/view_ports/116/116_fov3.png,data/view_ports/116/116_fov4.png,data/view_ports/116/116_fov5.png,data/view_ports/116/116_fov6.png,data/view_ports/116/116_fov7.png,data/view_ports/116/116_fov8.png,data/view_ports/116/116_fov9.png,data/view_ports/116/116_fov10.png,data/view_ports/116/116_fov11.png,data/view_ports/116/116_fov12.png,data/view_ports/116/116_fov13.png,data/view_ports/116/116_fov14.png,data/view_ports/116/116_fov15.png,data/view_ports/116/116_fov16.png,data/view_ports/116/116_fov17.png,data/view_ports/116/116_fov18.png,data/view_ports/116/116_fov19.png,data/view_ports/116/116_fov20.png,60.3642939
data/CVIQ/117.png,AVC,4,data/view_ports/117/117_fov1.png,data/view_ports/117/117_fov2.png,data/view_ports/117/117_fov3.png,data/view_ports/117/117_fov4.png,data/view_ports/117/117_fov5.png,data/view_ports/117/117_fov6.png,data/view_ports/117/117_fov7.png,data/view_ports/117/117_fov8.png,data/view_ports/117/117_fov9.png,data/view_ports/117/117_fov10.png,data/view_ports/117/117_fov11.png,data/view_ports/117/117_fov12.png,data/view_ports/117/117_fov13.png,data/view_ports/117/117_fov14.png,data/view_ports/117/117_fov15.png,data/view_ports/117/117_fov16.png,data/view_ports/117/117_fov17.png,data/view_ports/117/117_fov18.png,data/view_ports/117/117_fov19.png,data/view_ports/117/117_fov20.png,57.60556892
data/CVIQ/118.png,AVC,5,data/view_ports/118/118_fov1.png,data/view_ports/118/118_fov2.png,data/view_ports/118/118_fov3.png,data/view_ports/118/118_fov4.png,data/view_ports/118/118_fov5.png,data/view_ports/118/118_fov6.png,data/view_ports/118/118_fov7.png,data/view_ports/118/118_fov8.png,data/view_ports/118/118_fov9.png,data/view_ports/118/118_fov10.png,data/view_ports/118/118_fov11.png,data/view_ports/118/118_fov12.png,data/view_ports/118/118_fov13.png,data/view_ports/118/118_fov14.png,data/view_ports/118/118_fov15.png,data/view_ports/118/118_fov16.png,data/view_ports/118/118_fov17.png,data/view_ports/118/118_fov18.png,data/view_ports/118/118_fov19.png,data/view_ports/118/118_fov20.png,52.83257097
data/CVIQ/119.png,AVC,6,data/view_ports/119/119_fov1.png,data/view_ports/119/119_fov2.png,data/view_ports/119/119_fov3.png,data/view_ports/119/119_fov4.png,data/view_ports/119/119_fov5.png,data/view_ports/119/119_fov6.png,data/view_ports/119/119_fov7.png,data/view_ports/119/119_fov8.png,data/view_ports/119/119_fov9.png,data/view_ports/119/119_fov10.png,data/view_ports/119/119_fov11.png,data/view_ports/119/119_fov12.png,data/view_ports/119/119_fov13.png,data/view_ports/119/119_fov14.png,data/view_ports/119/119_fov15.png,data/view_ports/119/119_fov16.png,data/view_ports/119/119_fov17.png,data/view_ports/119/119_fov18.png,data/view_ports/119/119_fov19.png,data/view_ports/119/119_fov20.png,48.84939762
data/CVIQ/120.png,AVC,7,data/view_ports/120/120_fov1.png,data/view_ports/120/120_fov2.png,data/view_ports/120/120_fov3.png,data/view_ports/120/120_fov4.png,data/view_ports/120/120_fov5.png,data/view_ports/120/120_fov6.png,data/view_ports/120/120_fov7.png,data/view_ports/120/120_fov8.png,data/view_ports/120/120_fov9.png,data/view_ports/120/120_fov10.png,data/view_ports/120/120_fov11.png,data/view_ports/120/120_fov12.png,data/view_ports/120/120_fov13.png,data/view_ports/120/120_fov14.png,data/view_ports/120/120_fov15.png,data/view_ports/120/120_fov16.png,data/view_ports/120/120_fov17.png,data/view_ports/120/120_fov18.png,data/view_ports/120/120_fov19.png,data/view_ports/120/120_fov20.png,46.35427589
data/CVIQ/121.png,AVC,8,data/view_ports/121/121_fov1.png,data/view_ports/121/121_fov2.png,data/view_ports/121/121_fov3.png,data/view_ports/121/121_fov4.png,data/view_ports/121/121_fov5.png,data/view_ports/121/121_fov6.png,data/view_ports/121/121_fov7.png,data/view_ports/121/121_fov8.png,data/view_ports/121/121_fov9.png,data/view_ports/121/121_fov10.png,data/view_ports/121/121_fov11.png,data/view_ports/121/121_fov12.png,data/view_ports/121/121_fov13.png,data/view_ports/121/121_fov14.png,data/view_ports/121/121_fov15.png,data/view_ports/121/121_fov16.png,data/view_ports/121/121_fov17.png,data/view_ports/121/121_fov18.png,data/view_ports/121/121_fov19.png,data/view_ports/121/121_fov20.png,44.30491539
data/CVIQ/122.png,AVC,9,data/view_ports/122/122_fov1.png,data/view_ports/122/122_fov2.png,data/view_ports/122/122_fov3.png,data/view_ports/122/122_fov4.png,data/view_ports/122/122_fov5.png,data/view_ports/122/122_fov6.png,data/view_ports/122/122_fov7.png,data/view_ports/122/122_fov8.png,data/view_ports/122/122_fov9.png,data/view_ports/122/122_fov10.png,data/view_ports/122/122_fov11.png,data/view_ports/122/122_fov12.png,data/view_ports/122/122_fov13.png,data/view_ports/122/122_fov14.png,data/view_ports/122/122_fov15.png,data/view_ports/122/122_fov16.png,data/view_ports/122/122_fov17.png,data/view_ports/122/122_fov18.png,data/view_ports/122/122_fov19.png,data/view_ports/122/122_fov20.png,37.50091946
data/CVIQ/123.png,AVC,10,data/view_ports/123/123_fov1.png,data/view_ports/123/123_fov2.png,data/view_ports/123/123_fov3.png,data/view_ports/123/123_fov4.png,data/view_ports/123/123_fov5.png,data/view_ports/123/123_fov6.png,data/view_ports/123/123_fov7.png,data/view_ports/123/123_fov8.png,data/view_ports/123/123_fov9.png,data/view_ports/123/123_fov10.png,data/view_ports/123/123_fov11.png,data/view_ports/123/123_fov12.png,data/view_ports/123/123_fov13.png,data/view_ports/123/123_fov14.png,data/view_ports/123/123_fov15.png,data/view_ports/123/123_fov16.png,data/view_ports/123/123_fov17.png,data/view_ports/123/123_fov18.png,data/view_ports/123/123_fov19.png,data/view_ports/123/123_fov20.png,33.40342638
data/CVIQ/124.png,AVC,11,data/view_ports/124/124_fov1.png,data/view_ports/124/124_fov2.png,data/view_ports/124/124_fov3.png,data/view_ports/124/124_fov4.png,data/view_ports/124/124_fov5.png,data/view_ports/124/124_fov6.png,data/view_ports/124/124_fov7.png,data/view_ports/124/124_fov8.png,data/view_ports/124/124_fov9.png,data/view_ports/124/124_fov10.png,data/view_ports/124/124_fov11.png,data/view_ports/124/124_fov12.png,data/view_ports/124/124_fov13.png,data/view_ports/124/124_fov14.png,data/view_ports/124/124_fov15.png,data/view_ports/124/124_fov16.png,data/view_ports/124/124_fov17.png,data/view_ports/124/124_fov18.png,data/view_ports/124/124_fov19.png,data/view_ports/124/124_fov20.png,32.39435077
data/CVIQ/125.png,HEVC,1,data/view_ports/125/125_fov1.png,data/view_ports/125/125_fov2.png,data/view_ports/125/125_fov3.png,data/view_ports/125/125_fov4.png,data/view_ports/125/125_fov5.png,data/view_ports/125/125_fov6.png,data/view_ports/125/125_fov7.png,data/view_ports/125/125_fov8.png,data/view_ports/125/125_fov9.png,data/view_ports/125/125_fov10.png,data/view_ports/125/125_fov11.png,data/view_ports/125/125_fov12.png,data/view_ports/125/125_fov13.png,data/view_ports/125/125_fov14.png,data/view_ports/125/125_fov15.png,data/view_ports/125/125_fov16.png,data/view_ports/125/125_fov17.png,data/view_ports/125/125_fov18.png,data/view_ports/125/125_fov19.png,data/view_ports/125/125_fov20.png,70.01347726
data/CVIQ/149.png,AVC,2,data/view_ports/149/149_fov1.png,data/view_ports/149/149_fov2.png,data/view_ports/149/149_fov3.png,data/view_ports/149/149_fov4.png,data/view_ports/149/149_fov5.png,data/view_ports/149/149_fov6.png,data/view_ports/149/149_fov7.png,data/view_ports/149/149_fov8.png,data/view_ports/149/149_fov9.png,data/view_ports/149/149_fov10.png,data/view_ports/149/149_fov11.png,data/view_ports/149/149_fov12.png,data/view_ports/149/149_fov13.png,data/view_ports/149/149_fov14.png,data/view_ports/149/149_fov15.png,data/view_ports/149/149_fov16.png,data/view_ports/149/149_fov17.png,data/view_ports/149/149_fov18.png,data/view_ports/149/149_fov19.png,data/view_ports/149/149_fov20.png,62.49097161
data/CVIQ/150.png,AVC,3,data/view_ports/150/150_fov1.png,data/view_ports/150/150_fov2.png,data/view_ports/150/150_fov3.png,data/view_ports/150/150_fov4.png,data/view_ports/150/150_fov5.png,data/view_ports/150/150_fov6.png,data/view_ports/150/150_fov7.png,data/view_ports/150/150_fov8.png,data/view_ports/150/150_fov9.png,data/view_ports/150/150_fov10.png,data/view_ports/150/150_fov11.png,data/view_ports/150/150_fov12.png,data/view_ports/150/150_fov13.png,data/view_ports/150/150_fov14.png,data/view_ports/150/150_fov15.png,data/view_ports/150/150_fov16.png,data/view_ports/150/150_fov17.png,data/view_ports/150/150_fov18.png,data/view_ports/150/150_fov19.png,data/view_ports/150/150_fov20.png,58.06026536
data/CVIQ/151.png,AVC,4,data/view_ports/151/151_fov1.png,data/view_ports/151/151_fov2.png,data/view_ports/151/151_fov3.png,data/view_ports/151/151_fov4.png,data/view_ports/151/151_fov5.png,data/view_ports/151/151_fov6.png,data/view_ports/151/151_fov7.png,data/view_ports/151/151_fov8.png,data/view_ports/151/151_fov9.png,data/view_ports/151/151_fov10.png,data/view_ports/151/151_fov11.png,data/view_ports/151/151_fov12.png,data/view_ports/151/151_fov13.png,data/view_ports/151/151_fov14.png,data/view_ports/151/151_fov15.png,data/view_ports/151/151_fov16.png,data/view_ports/151/151_fov17.png,data/view_ports/151/151_fov18.png,data/view_ports/151/151_fov19.png,data/view_ports/151/151_fov20.png,55.82847406
data/CVIQ/152.png,AVC,5,data/view_ports/152/152_fov1.png,data/view_ports/152/152_fov2.png,data/view_ports/152/152_fov3.png,data/view_ports/152/152_fov4.png,data/view_ports/152/152_fov5.png,data/view_ports/152/152_fov6.png,data/view_ports/152/152_fov7.png,data/view_ports/152/152_fov8.png,data/view_ports/152/152_fov9.png,data/view_ports/152/152_fov10.png,data/view_ports/152/152_fov11.png,data/view_ports/152/152_fov12.png,data/view_ports/152/152_fov13.png,data/view_ports/152/152_fov14.png,data/view_ports/152/152_fov15.png,data/view_ports/152/152_fov16.png,data/view_ports/152/152_fov17.png,data/view_ports/152/152_fov18.png,data/view_ports/152/152_fov19.png,data/view_ports/152/152_fov20.png,57.72963458
data/CVIQ/153.png,AVC,6,data/view_ports/153/153_fov1.png,data/view_ports/153/153_fov2.png,data/view_ports/153/153_fov3.png,data/view_ports/153/153_fov4.png,data/view_ports/153/153_fov5.png,data/view_ports/153/153_fov6.png,data/view_ports/153/153_fov7.png,data/view_ports/153/153_fov8.png,data/view_ports/153/153_fov9.png,data/view_ports/153/153_fov10.png,data/view_ports/153/153_fov11.png,data/view_ports/153/153_fov12.png,data/view_ports/153/153_fov13.png,data/view_ports/153/153_fov14.png,data/view_ports/153/153_fov15.png,data/view_ports/153/153_fov16.png,data/view_ports/153/153_fov17.png,data/view_ports/153/153_fov18.png,data/view_ports/153/153_fov19.png,data/view_ports/153/153_fov20.png,51.53763302
